query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
B3GNT10,None,None,None,None,None,True,None
PSMD5,5711,17.61564,"proteasome 26S subunit, non-ATPase 5",PSMD5,ENSG00000095261,False,None
PHF19,26147,17.652607,PHD finger protein 19,PHF19,ENSG00000119403,False,None
TRAF1,7185,17.975647,TNF receptor associated factor 1,TRAF1,ENSG00000056558,False,None
C5,727,17.728771,complement C5,C5,ENSG00000106804,False,None
CNTRL,11064,17.835083,centriolin,CNTRL,ENSG00000119397,False,None
RAB14,51552,17.932104,"RAB14, member RAS oncogene family",RAB14,ENSG00000119396,False,None
GSN,2934,18.14588,gelsolin,GSN,ENSG00000148180,False,None
AL513122.2,None,None,None,None,None,True,None
GSN-AS1,57000,27.063152,GSN antisense RNA 1,GSN-AS1,ENSG00000235865,False,None
STOM,2040,17.709688,stomatin,STOM,ENSG00000148175,False,None
AL359644.1,None,None,None,None,None,True,None
DAB2IP,153090,18.163326,DAB2 interacting protein,DAB2IP,ENSG00000136848,False,None
AL357936.1,None,None,None,None,None,True,None
TTLL11,158135,17.586391,tubulin tyrosine ligase like 11,TTLL11,ENSG00000175764,False,None
TTLL11-IT1,None,None,None,None,None,True,None
NDUFA8,4702,17.516407,NADH:ubiquinone oxidoreductase subunit A8,NDUFA8,ENSG00000119421,False,None
MORN5,254956,17.594866,MORN repeat containing 5,MORN5,ENSG00000185681,False,None
LHX6,26468,18.036074,LIM homeobox 6,LHX6,ENSG00000106852,False,None
RBM18,92400,17.56033,RNA binding motif protein 18,RBM18,ENSG00000119446,False,None
MRRF,92399,17.567928,mitochondrial ribosome recycling factor,MRRF,ENSG00000148187,False,None
PTGS1,5742,17.623087,prostaglandin-endoperoxide synthase 1,PTGS1,ENSG00000095303,False,None
AL359636.3,None,None,None,None,None,True,None
AL359636.1,None,None,None,None,None,True,None
AL359636.2,None,None,None,None,None,True,None
OR1J1,347168,22.612267,olfactory receptor family 1 subfamily J member 1,OR1J1,ENSG00000136834,False,None
OR1J2,26740,22.798916,olfactory receptor family 1 subfamily J member 2,OR1J2,ENSG00000197233,False,None
OR1J4,26219,22.86632,olfactory receptor family 1 subfamily J member 4,OR1J4,ENSG00000239590,False,None
OR1N1,138883,23.440092,olfactory receptor family 1 subfamily N member 1,OR1N1,ENSG00000171505,False,None
OR1N2,138882,22.932905,olfactory receptor family 1 subfamily N member 2,OR1N2,ENSG00000171501,False,None
OR1L8,138881,23.347063,olfactory receptor family 1 subfamily L member 8,OR1L8,ENSG00000171496,False,None
AL162254.1,None,None,None,None,None,True,None
OR1Q1,158131,22.551395,olfactory receptor family 1 subfamily Q member 1,OR1Q1,ENSG00000165202,False,None
OR1B1,347169,23.009476,olfactory receptor family 1 subfamily B member 1,OR1B1,ENSG00000280094,False,None
OR1L1,26737,23.77671,olfactory receptor family 1 subfamily L member 1,OR1L1,ENSG00000173679,False,None
OR1L3,26735,23.657417,olfactory receptor family 1 subfamily L member 3,OR1L3,ENSG00000171481,False,None
OR1L4,254973,24.20209,olfactory receptor family 1 subfamily L member 4,OR1L4,ENSG00000136939,False,None
OR1L6,392390,25.749779,olfactory receptor family 1 subfamily L member 6,OR1L6,ENSG00000171459,False,None
OR5C1,392391,22.499176,olfactory receptor family 5 subfamily C member 1,OR5C1,ENSG00000148215,False,None
PDCL,5082,17.644289,phosducin like,PDCL,ENSG00000136940,False,None
OR1K1,392392,22.671892,olfactory receptor family 1 subfamily K member 1,OR1K1,ENSG00000165204,False,None
RC3H2,54542,17.599735,ring finger and CCCH-type domains 2,RC3H2,ENSG00000056586,False,None
ZBTB6,10773,18.234564,zinc finger and BTB domain containing 6,ZBTB6,ENSG00000186130,False,None
ZBTB26,57684,17.641476,zinc finger and BTB domain containing 26,ZBTB26,ENSG00000171448,False,None
RABGAP1,23637,18.057335,RAB GTPase activating protein 1,RABGAP1,ENSG00000011454,False,None
GPR21,2844,18.1277,G protein-coupled receptor 21,GPR21,ENSG00000188394,False,None
STRBP,55342,17.709982,spermatid perinuclear RNA binding protein,STRBP,ENSG00000165209,False,None
CRB2,286204,18.165648,crumbs cell polarity complex component 2,CRB2,ENSG00000148204,False,None
DENND1A,57706,17.652966,DENN domain containing 1A,DENND1A,ENSG00000119522,False,None
AL445489.1,None,None,None,None,None,True,None
AL390774.2,None,None,None,None,None,True,None
LHX2,9355,18.268965,LIM homeobox 2,LHX2,ENSG00000106689,False,None
AC006450.3,None,None,None,None,None,True,None
AC006450.2,None,None,None,None,None,True,None
NEK6,10783,17.793562,NIMA related kinase 6,NEK6,ENSG00000119408,False,None
AL162724.2,None,None,None,None,None,True,None
PSMB7,5695,17.585968,proteasome 20S subunit beta 7,PSMB7,ENSG00000136930,False,None
ADGRD2,347088,17.69956,adhesion G protein-coupled receptor D2,ADGRD2,ENSG00000180264,False,None
NR5A1,2516,18.192747,nuclear receptor subfamily 5 group A member 1,NR5A1,ENSG00000136931,False,None
AL354979.1,None,None,None,None,None,True,None
NR6A1,2649,18.120584,nuclear receptor subfamily 6 group A member 1,NR6A1,ENSG00000148200,False,None
MIR181A2HG,100379345,27.063152,MIR181A2 host gene,MIR181A2HG,ENSG00000224020,False,None
AL354928.1,None,None,None,None,None,True,None
OLFML2A,169611,17.685438,olfactomedin like 2A,OLFML2A,ENSG00000185585,False,None
WDR38,401551,18.744078,WD repeat domain 38,WDR38,ENSG00000136918,False,None
RPL35,11224,16.685785,ribosomal protein L35,RPL35,ENSG00000136942,False,None
ARPC5L,81873,18.271996,actin related protein 2/3 complex subunit 5 like,ARPC5L,ENSG00000136950,False,None
GOLGA1,2800,17.584797,golgin A1,GOLGA1,ENSG00000136935,False,None
SCAI,286205,17.591677,suppressor of cancer cell invasion,SCAI,ENSG00000173611,False,None
PPP6C,5537,17.658587,protein phosphatase 6 catalytic subunit,PPP6C,ENSG00000119414,False,None
RABEPK,10244,17.595263,Rab9 effector protein with kelch motifs,RABEPK,ENSG00000136933,False,None
HSPA5,3309,17.607847,heat shock protein family A (Hsp70) member 5,HSPA5,ENSG00000044574,False,None
AL354710.2,None,None,None,None,None,True,None
GAPVD1,26130,17.538721,GTPase activating protein and VPS9 domains 1,GAPVD1,ENSG00000165219,False,None
MAPKAP1,79109,17.576149,MAPK associated protein 1,MAPKAP1,ENSG00000119487,False,None
AL162584.1,None,None,None,None,None,True,None
PBX3,5090,18.276478,PBX homeobox 3,PBX3,ENSG00000167081,False,None
AL589923.1,None,None,None,None,None,True,None
AL162391.1,None,None,None,None,None,True,None
MVB12B,89853,18.18937,multivesicular body subunit 12B,MVB12B,ENSG00000196814,False,None
AL356309.2,None,None,None,None,None,True,None
AL356309.1,None,None,None,None,None,True,None
AL161908.1,None,None,None,None,None,True,None
LMX1B,4010,18.234253,LIM homeobox transcription factor 1 beta,LMX1B,ENSG00000136944,False,None
ZBTB43,23099,17.99998,zinc finger and BTB domain containing 43,ZBTB43,ENSG00000169155,False,None
ZBTB34,403341,17.590967,zinc finger and BTB domain containing 34,ZBTB34,ENSG00000177125,False,None
RALGPS1,9649,17.896418,Ral GEF with PH domain and SH3 binding motif 1,RALGPS1,ENSG00000136828,False,None
ANGPTL2,23452,18.233418,angiopoietin like 2,ANGPTL2,ENSG00000136859,False,None
AL450263.1,None,None,None,None,None,True,None
GARNL3,84253,17.54761,GTPase activating Rap/RanGAP domain like 3,GARNL3,ENSG00000136895,False,None
SLC2A8,29988,17.692022,solute carrier family 2 member 8,SLC2A8,ENSG00000136856,False,None
ZNF79,7633,19.445059,zinc finger protein 79,ZNF79,ENSG00000196152,False,None
RPL12,6136,16.474627,ribosomal protein L12,RPL12,ENSG00000197958,False,None
LRSAM1,90678,17.58114,leucine rich repeat and sterile alpha motif containing 1,LRSAM1,ENSG00000148356,False,None
FAM129B,None,None,None,None,None,True,None
STXBP1,6812,18.349834,syntaxin binding protein 1,STXBP1,ENSG00000136854,False,None
AL162426.1,None,None,None,None,None,True,None
PTRH1,138428,17.747545,peptidyl-tRNA hydrolase 1 homolog,PTRH1,ENSG00000187024,False,None
CFAP157,286207,18.15012,cilia and flagella associated protein 157,CFAP157,ENSG00000160401,False,None
TTC16,158248,18.485863,tetratricopeptide repeat domain 16,TTC16,ENSG00000167094,False,None
TOR2A,27433,17.643845,torsin family 2 member A,TOR2A,ENSG00000160404,False,None
SH2D3C,10044,18.156443,SH2 domain containing 3C,SH2D3C,ENSG00000095370,False,None
CDK9,1025,17.541925,cyclin dependent kinase 9,CDK9,ENSG00000136807,False,None
FPGS,2356,17.674593,folylpolyglutamate synthase,FPGS,ENSG00000136877,False,None
ENG,2022,17.764078,endoglin,ENG,ENSG00000106991,False,None
AL162586.1,None,None,None,None,None,True,None
AK1,203,17.611303,adenylate kinase 1,AK1,ENSG00000106992,False,None
AL157935.2,None,None,None,None,None,True,None
ST6GALNAC6,30815,17.624985,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",ST6GALNAC6,ENSG00000160408,False,None
ST6GALNAC4,27090,17.665783,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",ST6GALNAC4,ENSG00000136840,False,None
PIP5KL1,138429,17.849403,phosphatidylinositol-4-phosphate 5-kinase like 1,PIP5KL1,ENSG00000167103,False,None
AL157935.1,None,None,None,None,None,True,None
DPM2,8818,17.521519,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory",DPM2,ENSG00000136908,False,None
FAM102A,None,None,None,None,None,True,None
AL360268.2,None,None,None,None,None,True,None
NAIF1,203245,17.641079,nuclear apoptosis inducing factor 1,NAIF1,ENSG00000171169,False,None
SLC25A25,114789,18.173727,solute carrier family 25 member 25,SLC25A25,ENSG00000148339,False,None
AL360268.1,None,None,None,None,None,True,None
SLC25A25-AS1,ENSG00000234771,26.271631,SLC25A25 antisense RNA 1,SLC25A25-AS1,ENSG00000234771,False,None
PTGES2,80142,18.193457,prostaglandin E synthase 2,PTGES2,ENSG00000148334,False,None
AL590708.1,None,None,None,None,None,True,None
LCN2,3934,19.313856,lipocalin 2,LCN2,ENSG00000148346,False,None
C9orf16,None,None,None,None,None,True,None
CIZ1,25792,18.199919,CDKN1A interacting zinc finger protein 1,CIZ1,ENSG00000148337,False,None
DNM1,1759,17.984295,dynamin 1,DNM1,ENSG00000106976,False,None
GOLGA2,2801,17.66943,golgin A2,GOLGA2,ENSG00000167110,False,None
SWI5,375757,17.638332,SWI5 homologous recombination repair protein,SWI5,ENSG00000175854,False,None
TRUB2,26995,17.59947,TruB pseudouridine synthase family member 2,TRUB2,ENSG00000167112,False,None
AL359091.4,None,None,None,None,None,True,None
COQ4,51117,17.392197,coenzyme Q4,COQ4,ENSG00000167113,False,None
SLC27A4,10999,16.668728,solute carrier family 27 member 4,SLC27A4,ENSG00000167114,False,None
URM1,81605,17.371399,ubiquitin related modifier 1,URM1,ENSG00000167118,False,None
AL359091.3,None,None,None,None,None,True,None
AL359091.1,None,None,None,None,None,True,None
CERCAM,51148,17.684902,cerebral endothelial cell adhesion molecule,CERCAM,ENSG00000167123,False,None
ODF2,4957,18.155733,outer dense fiber of sperm tails 2,ODF2,ENSG00000136811,False,None
ODF2-AS1,107080620,27.063547,ODF2 antisense RNA 1,ODF2-AS1,ENSG00000225951,False,None
GLE1,2733,17.558083,GLE1 RNA export mediator,GLE1,ENSG00000119392,False,None
AL356481.1,None,None,None,None,None,True,None
SPTAN1,6709,17.56979,"spectrin alpha, non-erythrocytic 1",SPTAN1,ENSG00000197694,False,None
AL356481.3,None,None,None,None,None,True,None
WDR34,None,None,None,None,None,True,None
HMGA1P4,ENSG00000234705,8.474855,high mobility group AT-hook 1 pseudogene 4,HMGA1P4,ENSG00000234705,False,None
SET,6418,18.187134,SET nuclear proto-oncogene,SET,ENSG00000119335,False,None
PKN3,29941,17.716686,protein kinase N3,PKN3,ENSG00000160447,False,None
ZDHHC12,84885,18.203365,zinc finger DHHC-type palmitoyltransferase 12,ZDHHC12,ENSG00000160446,False,None
AL441992.1,None,None,None,None,None,True,None
ZER1,10444,17.62269,zyg-11 related cell cycle regulator,ZER1,ENSG00000160445,False,None
TBC1D13,54662,17.590675,TBC1 domain family member 13,TBC1D13,ENSG00000107021,False,None
ENDOG,2021,17.632475,endonuclease G,ENDOG,ENSG00000167136,False,None
SPOUT1,51490,17.656487,SPOUT domain containing methyltransferase 1,SPOUT1,ENSG00000198917,False,None
KYAT1,883,17.73356,kynurenine aminotransferase 1,KYAT1,ENSG00000286112,False,"[{'gene': 'ENSG00000286112'}, {'gene': 'ENSG00000171097'}]"
LRRC8A,56262,18.200174,leucine rich repeat containing 8 VRAC subunit A,LRRC8A,ENSG00000136802,False,None
PHYHD1,254295,17.595158,phytanoyl-CoA dioxygenase domain containing 1,PHYHD1,ENSG00000175287,False,None
AL672142.1,None,None,None,None,None,True,None
DOLK,22845,17.538828,dolichol kinase,DOLK,ENSG00000175283,False,None
NUP188,23511,17.561113,nucleoporin 188,NUP188,ENSG00000095319,False,None
AL592211.1,None,None,None,None,None,True,None
SH3GLB2,56904,18.11759,"SH3 domain containing GRB2 like, endophilin B2",SH3GLB2,ENSG00000148341,False,None
MIGA2,84895,17.606352,mitoguardin 2,MIGA2,ENSG00000148343,False,None
DOLPP1,57171,17.551365,dolichyldiphosphatase 1,DOLPP1,ENSG00000167130,False,None
CRAT,1384,18.143559,carnitine O-acetyltransferase,CRAT,ENSG00000095321,False,None
AL158151.2,None,None,None,None,None,True,None
PTPA,5524,17.576149,protein phosphatase 2 phosphatase activator,PTPA,ENSG00000119383,False,None
AL158151.4,None,None,None,None,None,True,None
IER5L,389792,17.66085,immediate early response 5 like,IER5L,ENSG00000188483,False,None
AL158151.3,None,None,None,None,None,True,None
AL158151.1,None,None,None,None,None,True,None
AL161785.2,None,None,None,None,None,True,None
AL161785.3,None,None,None,None,None,True,None
AL161785.1,None,None,None,None,None,True,None
C9orf106,None,None,None,None,None,True,None
AL353803.5,None,None,None,None,None,True,None
LINC01503,100506119,27.063105,long intergenic non-protein coding RNA 1503,LINC01503,ENSG00000233901,False,None
AL353803.2,None,None,None,None,None,True,None
AL353803.1,None,None,None,None,None,True,None
AL353803.4,None,None,None,None,None,True,None
AL391056.1,None,None,None,None,None,True,None
NTMT1,28989,17.597563,N-terminal Xaa-Pro-Lys N-methyltransferase 1,NTMT1,ENSG00000148335,False,None
C9orf50,375759,24.568892,chromosome 9 open reading frame 50,C9orf50,ENSG00000179058,False,None
ASB6,140459,17.599865,ankyrin repeat and SOCS box containing 6,ASB6,ENSG00000148331,False,None
AL590369.1,None,None,None,None,None,True,None
PRRX2,51450,18.180416,paired related homeobox 2,PRRX2,ENSG00000167157,False,None
PRRX2-AS1,101929437,27.063417,PRRX2 antisense RNA 1,PRRX2-AS1,ENSG00000236024,False,None
PTGES,9536,17.568865,prostaglandin E synthase,PTGES,ENSG00000148344,False,None
TOR1B,27348,18.697403,torsin family 1 member B,TOR1B,ENSG00000136816,False,None
TOR1A,1861,18.955114,torsin family 1 member A,TOR1A,ENSG00000136827,False,None
C9orf78,51759,21.332417,chromosome 9 open reading frame 78,C9orf78,ENSG00000136819,False,None
USP20,10868,17.581093,ubiquitin specific peptidase 20,USP20,ENSG00000136878,False,None
FNBP1,23048,18.005516,formin binding protein 1,FNBP1,ENSG00000187239,False,None
AL158207.2,None,None,None,None,None,True,None
AL136141.1,None,None,None,None,None,True,None
GPR107,57720,17.966661,G protein-coupled receptor 107,GPR107,ENSG00000148358,False,None
AL360004.1,None,None,None,None,None,True,None
NCS1,23413,18.079857,neuronal calcium sensor 1,NCS1,ENSG00000107130,False,None
HMCN2,256158,17.790113,hemicentin 2,HMCN2,ENSG00000148357,False,None
ASS1,445,17.572054,argininosuccinate synthase 1,ASS1,ENSG00000130707,False,None
FUBP3,8939,17.599754,far upstream element binding protein 3,FUBP3,ENSG00000107164,False,None
PRDM12,59335,18.123728,PR/SET domain 12,PRDM12,ENSG00000130711,False,None
EXOSC2,23404,16.634682,exosome component 2,EXOSC2,ENSG00000130713,False,None
ABL1,25,17.563288,"ABL proto-oncogene 1, non-receptor tyrosine kinase",ABL1,ENSG00000097007,False,None
QRFP,347148,18.041485,pyroglutamylated RFamide peptide,QRFP,ENSG00000188710,False,None
FIBCD1,84929,18.095642,fibrinogen C domain containing 1,FIBCD1,ENSG00000130720,False,None
AL161733.1,None,None,None,None,None,True,None
LAMC3,10319,17.692467,laminin subunit gamma 3,LAMC3,ENSG00000050555,False,None
AIF1L,83543,17.61991,allograft inflammatory factor 1 like,AIF1L,ENSG00000126878,False,None
NUP214,8021,17.595556,nucleoporin 214,NUP214,ENSG00000126883,False,None
AL157938.2,None,None,None,None,None,True,None
AL157938.3,None,None,None,None,None,True,None
FAM78A,286336,18.213846,family with sequence similarity 78 member A,FAM78A,ENSG00000126882,False,None
PLPP7,84814,18.033024,phospholipid phosphatase 7 (inactive),PLPP7,ENSG00000160539,False,None
PRRC2B,84726,17.572319,proline rich coiled-coil 2B,PRRC2B,ENSG00000288701,False,None
AL358781.1,None,None,None,None,None,True,None
POMT1,10585,17.593975,protein O-mannosyltransferase 1,POMT1,ENSG00000130714,False,None
AL358781.2,None,None,None,None,None,True,None
UCK1,83549,17.583727,uridine-cytidine kinase 1,UCK1,ENSG00000130717,False,None
PRRT1B,642515,18.476692,proline rich transmembrane protein 1B,PRRT1B,ENSG00000283526,False,None
RAPGEF1,2889,18.139347,Rap guanine nucleotide exchange factor 1,RAPGEF1,ENSG00000107263,False,None
AL160271.1,None,None,None,None,None,True,None
MED27,9442,17.57691,mediator complex subunit 27,MED27,ENSG00000160563,False,None
NTNG2,84628,18.084898,netrin G2,NTNG2,ENSG00000196358,False,None
SETX,23064,17.95805,senataxin,SETX,ENSG00000107290,False,None
TTF1,7270,18.104504,transcription termination factor 1,TTF1,ENSG00000125482,False,None
CFAP77,389799,17.672178,cilia and flagella associated protein 77,CFAP77,ENSG00000188523,False,None
BARHL1,56751,18.272518,BarH like homeobox 1,BARHL1,ENSG00000125492,False,None
DDX31,64794,17.56033,DEAD-box helicase 31,DDX31,ENSG00000125485,False,None
GTF3C4,9329,17.61336,general transcription factor IIIC subunit 4,GTF3C4,ENSG00000125484,False,None
AK8,158067,17.61336,adenylate kinase 8,AK8,ENSG00000165695,False,None
SPACA9,11092,17.97585,sperm acrosome associated 9,SPACA9,ENSG00000165698,False,None
TSC1,7248,18.005371,TSC complex subunit 1,TSC1,ENSG00000165699,False,None
GFI1B,8328,17.592968,growth factor independent 1B transcriptional repressor,GFI1B,ENSG00000165702,False,None
GTF3C5,9328,17.510603,general transcription factor IIIC subunit 5,GTF3C5,ENSG00000148308,False,None
CEL,1056,17.985426,carboxyl ester lipase,CEL,ENSG00000170835,False,None
RALGDS,5900,17.964186,ral guanine nucleotide dissociation stimulator,RALGDS,ENSG00000160271,False,None
AL162417.1,None,None,None,None,None,True,None
GBGT1,26301,18.34952,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",GBGT1,ENSG00000148288,False,None
OBP2B,29989,21.38526,odorant binding protein 2B,OBP2B,ENSG00000280584,False,"[{'gene': 'ENSG00000280584'}, {'gene': 'ENSG00000171102'}]"
ABO,28,19.681658,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",ABO,ENSG00000281879,False,"[{'gene': 'ENSG00000281879'}, {'gene': 'ENSG00000175164'}]"
SURF6,6838,17.61405,surfeit 6,SURF6,ENSG00000281309,False,"[{'gene': 'ENSG00000281309'}, {'gene': 'ENSG00000148296'}]"
MED22,6837,17.528631,mediator complex subunit 22,MED22,ENSG00000148297,False,"[{'gene': 'ENSG00000148297'}, {'gene': 'ENSG00000281022'}]"
RPL7A,6130,17.560728,ribosomal protein L7a,RPL7A,ENSG00000148303,False,"[{'gene': 'ENSG00000148303'}, {'gene': 'ENSG00000280858'}]"
SURF1,6834,19.983654,SURF1 cytochrome c oxidase assembly factor,SURF1,ENSG00000280627,False,"[{'gene': 'ENSG00000280627'}, {'gene': 'ENSG00000148290'}]"
SURF2,6835,17.625032,surfeit 2,SURF2,ENSG00000148291,False,"[{'gene': 'ENSG00000148291'}, {'gene': 'ENSG00000281024'}]"
SURF4,6836,17.56342,surfeit 4,SURF4,ENSG00000280951,False,"[{'gene': 'ENSG00000280951'}, {'gene': 'ENSG00000148248'}]"
STKLD1,169436,18.252079,serine/threonine kinase like domain containing 1,STKLD1,ENSG00000281245,False,"[{'gene': 'ENSG00000281245'}, {'gene': 'ENSG00000198870'}]"
REXO4,57109,17.627644,"REX4 homolog, 3'-5' exonuclease",REXO4,ENSG00000148300,False,"[{'gene': 'ENSG00000148300'}, {'gene': 'ENSG00000280706'}]"
ADAMTS13,11093,17.599422,ADAM metallopeptidase with thrombospondin type 1 motif 13,ADAMTS13,ENSG00000281244,False,"[{'gene': 'ENSG00000281244'}, {'gene': 'ENSG00000160323'}]"
CACFD1,11094,17.622248,calcium channel flower domain containing 1,CACFD1,ENSG00000280479,False,"[{'gene': 'ENSG00000280479'}, {'gene': 'ENSG00000160325'}]"
SLC2A6,11182,17.635122,solute carrier family 2 member 6,SLC2A6,ENSG00000160326,False,"[{'gene': 'ENSG00000160326'}, {'gene': 'ENSG00000281165'}]"
MYMK,389827,17.558872,"myomaker, myoblast fusion factor",MYMK,ENSG00000187616,False,None
ADAMTSL2,9719,17.608986,ADAMTS like 2,ADAMTSL2,ENSG00000197859,False,None
FAM163B,642968,18.22392,family with sequence similarity 163 member B,FAM163B,ENSG00000196990,False,None
AC002101.1,None,None,None,None,None,True,None
DBH,1621,17.613758,dopamine beta-hydroxylase,DBH,ENSG00000123454,False,None
DBH-AS1,138948,27.059961,DBH antisense RNA 1,DBH-AS1,ENSG00000225756,False,None
SARDH,1757,17.57913,sarcosine dehydrogenase,SARDH,ENSG00000123453,False,None
VAV2,7410,17.632343,vav guanine nucleotide exchange factor 2,VAV2,ENSG00000160293,False,None
BRD3OS,266655,18.51543,BRD3 opposite strand,BRD3OS,ENSG00000235106,False,None
BRD3,8019,18.110851,bromodomain containing 3,BRD3,ENSG00000169925,False,None
AL445931.1,None,None,None,None,None,True,None
BX649632.1,None,None,None,None,None,True,None
WDR5,11091,17.658142,WD repeat domain 5,WDR5,ENSG00000196363,False,None
BX649601.1,None,None,None,None,None,True,None
LINC02247,105376310,27.062708,long intergenic non-protein coding RNA 2247,LINC02247,ENSG00000223729,False,None
RXRA,6256,18.291552,retinoid X receptor alpha,RXRA,ENSG00000186350,False,None
AL669970.1,None,None,None,None,None,True,None
AL669970.3,None,None,None,None,None,True,None
AL669970.2,None,None,None,None,None,True,None
COL5A1,1289,17.644289,collagen type V alpha 1 chain,COL5A1,ENSG00000130635,False,None
COL5A1-AS1,ENSG00000204011,26.271364,COL5A1 antisense RNA 1,COL5A1-AS1,ENSG00000204011,False,None
FCN2,2220,21.048811,ficolin 2,FCN2,ENSG00000160339,False,None
FCN1,2219,21.774801,ficolin 1,FCN1,ENSG00000085265,False,None
AL353611.1,None,None,None,None,None,True,None
OLFM1,10439,18.100716,olfactomedin 1,OLFM1,ENSG00000130558,False,None
AL390778.1,None,None,None,None,None,True,None
AL390778.2,None,None,None,None,None,True,None
C9orf62,None,None,None,None,None,True,None
AL353615.1,None,None,None,None,None,True,None
PPP1R26-AS1,100506599,27.065735,PPP1R26 antisense RNA 1,PPP1R26-AS1,ENSG00000225361,False,None
PPP1R26,9858,17.632315,protein phosphatase 1 regulatory subunit 26,PPP1R26,ENSG00000196422,False,None
C9orf116,None,None,None,None,None,True,None
MRPS2,51116,17.541925,mitochondrial ribosomal protein S2,MRPS2,ENSG00000122140,False,None
AL161452.1,None,None,None,None,None,True,None
LCN1,3933,21.20894,lipocalin 1,LCN1,ENSG00000160349,False,None
OBP2A,29991,22.61269,odorant binding protein 2A,OBP2A,ENSG00000122136,False,None
PAEP,5047,21.095314,progestagen associated endometrial protein,PAEP,ENSG00000122133,False,None
LINC01502,100130954,27.059961,long intergenic non-protein coding RNA 1502,LINC01502,ENSG00000237339,False,None
AL354761.1,None,None,None,None,None,True,None
GLT6D1,360203,19.259548,glycosyltransferase 6 domain containing 1,GLT6D1,ENSG00000204007,False,None
LCN9,392399,19.612612,lipocalin 9,LCN9,ENSG00000148386,False,None
SOHLH1,402381,19.239107,spermatogenesis and oogenesis specific basic helix-loop-helix 1,SOHLH1,ENSG00000165643,False,None
KCNT1,57582,18.014399,potassium sodium-activated channel subfamily T member 1,KCNT1,ENSG00000107147,False,None
CAMSAP1,157922,18.19613,calmodulin regulated spectrin associated protein 1,CAMSAP1,ENSG00000130559,False,None
AL355574.1,None,None,None,None,None,True,None
UBAC1,10422,17.622643,UBA domain containing 1,UBAC1,ENSG00000130560,False,None
NACC2,138151,18.147259,NACC family member 2,NACC2,ENSG00000148411,False,None
AL138781.1,None,None,None,None,None,True,None
TMEM250,90120,18.07004,transmembrane protein 250,TMEM250,ENSG00000238227,False,None
AL138781.2,None,None,None,None,None,True,None
LHX3,8022,17.660583,LIM homeobox 3,LHX3,ENSG00000107187,False,None
QSOX2,169714,17.654999,quiescin sulfhydryl oxidase 2,QSOX2,ENSG00000165661,False,None
CCDC187,399693,18.07912,coiled-coil domain containing 187,CCDC187,ENSG00000260220,False,None
CR392000.2,None,None,None,None,None,True,None
AC174065.1,None,None,None,None,None,True,None
GPSM1,26086,18.20717,G protein signaling modulator 1,GPSM1,ENSG00000160360,False,None
DNLZ,728489,17.646955,DNL-type zinc finger,DNLZ,ENSG00000213221,False,None
CARD9,64170,17.686743,caspase recruitment domain family member 9,CARD9,ENSG00000187796,False,None
SNAPC4,6621,17.657745,small nuclear RNA activating complex polypeptide 4,SNAPC4,ENSG00000165684,False,None
ENTR1,10807,17.726662,endosome associated trafficking regulator 1,ENTR1,ENSG00000165689,False,None
PMPCA,23203,17.552074,"peptidase, mitochondrial processing subunit alpha",PMPCA,ENSG00000165688,False,None
INPP5E,56623,17.585968,inositol polyphosphate-5-phosphatase E,INPP5E,ENSG00000148384,False,None
SEC16A,9919,17.627644,"SEC16 homolog A, endoplasmic reticulum export factor",SEC16A,ENSG00000148396,False,None
C9orf163,158055,27.062708,chromosome 9 putative open reading frame 163,C9orf163,ENSG00000196366,False,None
NOTCH1,4851,18.169262,notch receptor 1,NOTCH1,ENSG00000148400,False,None
AL592301.1,None,None,None,None,None,True,None
NALT1,ENSG00000237886,26.273949,NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1,NALT1,ENSG00000237886,False,None
AL590226.2,None,None,None,None,None,True,None
AL590226.1,None,None,None,None,None,True,None
EGFL7,51162,17.666077,EGF like domain multiple 7,EGFL7,ENSG00000172889,False,None
AGPAT2,10555,17.61871,1-acylglycerol-3-phosphate O-acyltransferase 2,AGPAT2,ENSG00000169692,False,None
FAM69B,None,None,None,None,None,True,None
SNHG7,84973,26.271315,small nucleolar RNA host gene 7,SNHG7,ENSG00000233016,False,None
LCN10,414332,19.490772,lipocalin 10,LCN10,ENSG00000187922,False,None
AL355987.1,None,None,None,None,None,True,None
LCN6,158062,19.400234,lipocalin 6,LCN6,ENSG00000267206,False,None
LCN8,138307,19.400234,lipocalin 8,LCN8,ENSG00000204001,False,None
LCN15,389812,18.962748,lipocalin 15,LCN15,ENSG00000177984,False,None
TMEM141,85014,17.694658,transmembrane protein 141,TMEM141,ENSG00000244187,False,None
AL355987.3,None,None,None,None,None,True,None
CCDC183,84960,18.472643,coiled-coil domain containing 183,CCDC183,ENSG00000213213,False,None
CCDC183-AS1,100131193,27.063417,CCDC183 antisense RNA 1,CCDC183-AS1,ENSG00000228544,False,None
RABL6,55684,18.231522,"RAB, member RAS oncogene family like 6",RABL6,ENSG00000196642,False,None
