query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
TAS2R8,50836,20.239376,taste 2 receptor member 8,TAS2R8,,50836,,"[{'gene': 'ENSG00000272712'}, {'gene': 'ENSG00000277316'}, {'gene': 'ENSG00000121314'}]"
TAS2R9,50835,20.30313,taste 2 receptor member 9,TAS2R9,,50835,,"[{'gene': 'ENSG00000273713'}, {'gene': 'ENSG00000121381'}, {'gene': 'ENSG00000273086'}]"
PRH1,100533464,22.67047,PRH1-PRR4 readthrough,PRH1-PRR4,ENSG00000275778,100533464,,
PRH1,5554,22.245485,proline rich protein HaeIII subfamily 1,PRH1,,5554,,"[{'gene': 'ENSG00000231887'}, {'gene': 'ENSG00000277823'}]"
TAS2R10,50839,20.32699,taste 2 receptor member 10,TAS2R10,,50839,,"[{'gene': 'ENSG00000277238'}, {'gene': 'ENSG00000272805'}, {'gene': 'ENSG00000121318'}]"
PRR4,11272,22.203085,proline rich 4,PRR4,,11272,,"[{'gene': 'ENSG00000111215'}, {'gene': 'ENSG00000282269'}, {'gene': 'ENSG00000263247'}]"
PRR4,81607,21.912024,nectin cell adhesion molecule 4,NECTIN4,ENSG00000143217,81607,,
AC018630.2,,,,,,,True,
AC006518.7,,,,,,,True,
TAS2R13,50838,21.774065,taste 2 receptor member 13,TAS2R13,,50838,,"[{'gene': 'ENSG00000212128'}, {'gene': 'ENSG00000277254'}, {'gene': 'ENSG00000273457'}]"
PRH2,5555,23.443235,proline rich protein HaeIII subfamily 2,PRH2,,5555,,"[{'gene': 'ENSG00000275679'}, {'gene': 'ENSG00000134551'}, {'gene': 'ENSG00000272803'}]"
PRH2,5554,22.950981,proline rich protein HaeIII subfamily 1,PRH1,,5554,,"[{'gene': 'ENSG00000231887'}, {'gene': 'ENSG00000277823'}]"
TAS2R14,50840,22.07065,taste 2 receptor member 14,TAS2R14,,50840,,"[{'gene': 'ENSG00000261984'}, {'gene': 'ENSG00000276541'}, {'gene': 'ENSG00000212127'}]"
TAS2R50,259296,23.776976,taste 2 receptor member 50,TAS2R50,,259296,,"[{'gene': 'ENSG00000276167'}, {'gene': 'ENSG00000273431'}, {'gene': 'ENSG00000212126'}]"
TAS2R20,259295,24.047226,taste 2 receptor member 20,TAS2R20,,259295,,"[{'gene': 'ENSG00000255837'}, {'gene': 'ENSG00000282612'}, {'gene': 'ENSG00000273092'}]"
TAS2R19,259294,26.27205,taste 2 receptor member 19,TAS2R19,,259294,,"[{'gene': 'ENSG00000278307'}, {'gene': 'ENSG00000263028'}, {'gene': 'ENSG00000212124'}]"
TAS2R31,259290,27.06384,taste 2 receptor member 31,TAS2R31,,259290,,"[{'gene': 'ENSG00000282256'}, {'gene': 'ENSG00000256436'}, {'gene': 'ENSG00000263097'}]"
TAS2R46,259292,25.750515,taste 2 receptor member 46,TAS2R46,,259292,,"[{'gene': 'ENSG00000226761'}, {'gene': 'ENSG00000278111'}, {'gene': 'ENSG00000262525'}]"
TAS2R43,259289,27.059961,taste 2 receptor member 43,TAS2R43,,259289,,"[{'gene': 'ENSG00000262612'}, {'gene': 'ENSG00000282537'}, {'gene': 'ENSG00000255374'}]"
TAS2R30,259293,26.270922,taste 2 receptor member 30,TAS2R30,,259293,,"[{'gene': 'ENSG00000256188'}, {'gene': 'ENSG00000274699'}, {'gene': 'ENSG00000262111'}]"
SMIM10L1,100129361,19.200178,small integral membrane protein 10 like 1,SMIM10L1,,100129361,,"[{'gene': 'ENSG00000256537'}, {'gene': 'ENSG00000281930'}, {'gene': 'ENSG00000262986'}]"
TAS2R42,353164,20.201874,taste 2 receptor member 42,TAS2R42,,353164,,"[{'gene': 'ENSG00000186136'}, {'gene': 'ENSG00000273505'}]"
AC244131.2,,,,,,,True,
PRB3,5544,24.789862,proline rich protein BstNI subfamily 3,PRB3,,5544,,"[{'gene': 'ENSG00000197870'}, {'gene': 'ENSG00000275624'}]"
PRB4,5545,24.046516,proline rich protein BstNI subfamily 4,PRB4,,5545,,"[{'gene': 'ENSG00000230657'}, {'gene': 'ENSG00000274839'}]"
PRB1,5542,21.740368,proline rich protein BstNI subfamily 1,PRB1,,5542,,"[{'gene': 'ENSG00000282673'}, {'gene': 'ENSG00000251655'}, {'gene': 'ENSG00000275517'}]"
PRB1,5933,21.18241,RB transcriptional corepressor like 1,RBL1,ENSG00000080839,5933,,
PRB2,653247,24.790306,proline rich protein BstNI subfamily 2,PRB2,ENSG00000121335,653247,,
AC007450.1,,,,,,,True,
LINC01252,338817,27.065735,long intergenic non-protein coding RNA 1252,LINC01252,ENSG00000247157,338817,,
ETV6,2120,17.676693,ETS variant transcription factor 6,ETV6,ENSG00000139083,2120,,
BCL2L14,79370,18.291128,BCL2 like 14,BCL2L14,,79370,,"[{'gene': 'ENSG00000281449'}, {'gene': 'ENSG00000121380'}]"
LRP6,4040,17.634699,LDL receptor related protein 6,LRP6,,4040,,"[{'gene': 'ENSG00000281324'}, {'gene': 'ENSG00000070018'}]"
MANSC1,54682,17.76214,MANSC domain containing 1,MANSC1,,54682,,"[{'gene': 'ENSG00000281818'}, {'gene': 'ENSG00000111261'}]"
LOH12CR2,503693,27.063152,"loss of heterozygosity on chromosome 12, region 2",LOH12CR2,,503693,,"[{'gene': 'ENSG00000205791'}, {'gene': 'ENSG00000281234'}]"
BORCS5,118426,17.572054,BLOC-1 related complex subunit 5,BORCS5,,118426,,"[{'gene': 'ENSG00000280689'}, {'gene': 'ENSG00000165714'}]"
DUSP16,80824,17.62294,dual specificity phosphatase 16,DUSP16,,80824,,"[{'gene': 'ENSG00000111266'}, {'gene': 'ENSG00000280962'}]"
AC007619.1,,,,,,,True,
CREBL2,1389,17.605526,cAMP responsive element binding protein like 2,CREBL2,ENSG00000111269,1389,,
AC008115.4,,,,,,,True,
GPR19,2842,17.668192,G protein-coupled receptor 19,GPR19,ENSG00000183150,2842,,
AC008115.2,,,,,,,True,
CDKN1B,1027,18.283234,cyclin dependent kinase inhibitor 1B,CDKN1B,ENSG00000111276,1027,,
AC008115.1,,,,,,,True,
APOLD1,81575,18.214005,apolipoprotein L domain containing 1,APOLD1,ENSG00000178878,81575,,
DDX47,51202,17.523415,DEAD-box helicase 47,DDX47,ENSG00000213782,51202,,
GPRC5A,9052,18.93005,G protein-coupled receptor class C group 5 member A,GPRC5A,ENSG00000013588,9052,,
GPRC5D-AS1,100506314,27.062708,GPRC5D and HEBP1 antisense RNA 1,GPRC5D-AS1,ENSG00000247498,100506314,,
GPRC5D,55507,18.965496,G protein-coupled receptor class C group 5 member D,GPRC5D,ENSG00000111291,55507,,
AC007688.2,,,,,,,True,
HEBP1,4780,19.998974,NFE2 like bZIP transcription factor 2,NFE2L2,ENSG00000116044,4780,,
HEBP1,50865,18.098394,heme binding protein 1,HEBP1,ENSG00000013583,50865,,
AC023790.2,,,,,,,True,
FAM234B,57613,17.610989,family with sequence similarity 234 member B,FAM234B,ENSG00000084444,57613,,
GSG1,22878,20.303425,trafficking protein particle complex subunit 8,TRAPPC8,ENSG00000153339,22878,,
GSG1,83445,18.140419,germ cell associated 1,GSG1,ENSG00000111305,83445,,
EMP1,2012,17.60867,epithelial membrane protein 1,EMP1,ENSG00000134531,2012,,
LINC01559,283422,27.059961,long intergenic non-protein coding RNA 1559,LINC01559,ENSG00000180861,283422,,
GRIN2B,2904,18.120584,glutamate ionotropic receptor NMDA type subunit 2B,GRIN2B,ENSG00000273079,2904,,
AC007527.2,,,,,,,True,
AC092112.1,,,,,,,True,
ATF7IP,55729,17.734922,activating transcription factor 7 interacting protein,ATF7IP,ENSG00000171681,55729,,
PLBD1,79887,18.05071,phospholipase B domain containing 1,PLBD1,ENSG00000121316,79887,,
AC008114.1,,,,,,,True,
PLBD1-AS1,101928290,27.062708,PLBD1 antisense RNA 1,PLBD1-AS1,ENSG00000256751,101928290,,
GUCY2C,2984,18.030401,guanylate cyclase 2C,GUCY2C,ENSG00000070019,2984,,
AC010168.1,,,,,,,True,
HIST4H4,121504,21.1833,H4 histone 16,H4C16,ENSG00000197837,121504,,
H2AFJ,55766,20.923916,H2A.J histone,H2AJ,ENSG00000246705,55766,,
WBP11,51729,18.039131,WW domain binding protein 11,WBP11,ENSG00000084463,51729,,
C12orf60,144608,23.009876,chromosome 12 open reading frame 60,C12orf60,ENSG00000182993,144608,,
SMCO3,440087,18.372122,single-pass membrane protein with coiled-coil domains 3,SMCO3,ENSG00000179256,440087,,
ART4,420,18.440641,ADP-ribosyltransferase 4 (inactive) (Dombrock blood group),ART4,ENSG00000111339,420,,
AC007655.1,,,,,,,True,
MGP,4256,17.696972,matrix Gla protein,MGP,ENSG00000111341,4256,,
ERP27,121506,18.075975,endoplasmic reticulum protein 27,ERP27,ENSG00000139055,121506,,
ARHGDIB,397,18.245146,Rho GDP dissociation inhibitor beta,ARHGDIB,ENSG00000111348,397,,
PDE6H,5149,18.206774,phosphodiesterase 6H,PDE6H,ENSG00000139053,5149,,
LINC01489,ENSG00000255727,26.271631,long intergenic non-protein coding RNA 1489,LINC01489,ENSG00000255727,,,
LINC01489,101928340,26.271631,long intergenic non-protein coding RNA 1489,LINC01489,,101928340,,
RERG,85004,17.635965,RAS like estrogen regulated growth inhibitor,RERG,ENSG00000134533,85004,,
RERG-AS1,100873980,27.06384,RERG antisense RNA 1,RERG-AS1,ENSG00000255660,100873980,,
PTPRO,10076,21.509663,protein tyrosine phosphatase receptor type U,PTPRU,ENSG00000060656,10076,,
PTPRO,5800,17.615953,protein tyrosine phosphatase receptor type O,PTPRO,ENSG00000151490,5800,,
EPS8,2059,18.173304,"EGFR pathway substrate 8, signaling adaptor",EPS8,ENSG00000151491,2059,,
AC073651.1,,,,,,,True,
STRAP,153443,20.547853,serum response factor binding protein 1,SRFBP1,ENSG00000151304,153443,,
STRAP,91875,20.547853,tetratricopeptide repeat domain 5,TTC5,,91875,,"[{'gene': 'ENSG00000291781'}, {'gene': 'ENSG00000136319'}]"
STRAP,11171,17.587988,serine/threonine kinase receptor associated protein,STRAP,ENSG00000023734,11171,,
DERA,51071,17.574717,deoxyribose-phosphate aldolase,DERA,ENSG00000023697,51071,,
SLC15A5,729025,17.58183,solute carrier family 15 member 5,SLC15A5,ENSG00000188991,729025,,
MGST1,4257,18.086153,microsomal glutathione S-transferase 1,MGST1,ENSG00000008394,4257,,
LMO3,55885,17.630417,LIM domain only 3,LMO3,ENSG00000048540,55885,,
AC007552.2,,,,,,,True,
AC007529.2,,,,,,,True,
AC007529.1,,,,,,,True,
LINC02378,ENSG00000256994,26.270922,long intergenic non-protein coding RNA 2378,LINC02378,ENSG00000256994,,,
LINC02378,105369678,26.270922,long intergenic non-protein coding RNA 2378,LINC02378,,105369678,,
AC087321.1,,,,,,,True,
RERGL,79785,18.265862,RERG like,RERGL,ENSG00000111404,79785,,
PIK3C2G,5288,17.798796,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,PIK3C2G,ENSG00000139144,5288,,
PLCZ1,89869,18.163012,phospholipase C zeta 1,PLCZ1,ENSG00000139151,89869,,
AC087242.1,,,,,,,True,
CAPZA3,93661,18.46283,capping actin protein of muscle Z-line subunit alpha 3,CAPZA3,ENSG00000177938,93661,,
PLEKHA5,54477,17.71425,pleckstrin homology domain containing A5,PLEKHA5,ENSG00000052126,54477,,
AEBP2,121536,17.64345,AE binding protein 2,AEBP2,ENSG00000139154,121536,,
AC024901.1,,,,,,,True,
LINC02398,100506393,27.063547,long intergenic non-protein coding RNA 2398,LINC02398,ENSG00000256287,100506393,,
LINC02468,ENSG00000256499,26.271315,long intergenic non-protein coding RNA 2468,LINC02468,ENSG00000256499,,,
LINC02468,105369684,26.271315,long intergenic non-protein coding RNA 2468,LINC02468,,105369684,,
AC129102.1,,,,,,,True,
PDE3A,5139,17.76217,phosphodiesterase 3A,PDE3A,ENSG00000172572,5139,,
SLCO1C1,53919,18.19,solute carrier organic anion transporter family member 1C1,SLCO1C1,ENSG00000139155,53919,,
SLCO1B3,28234,20.440998,solute carrier organic anion transporter family member 1B3,SLCO1B3,ENSG00000111700,28234,,
AC011604.2,,,,,,,True,
SLCO1B7,ENSG00000205754,23.908535,solute carrier organic anion transporter family member 1B7 (putative),SLCO1B7,ENSG00000205754,,,
SLCO1B7,338821,23.908535,solute carrier organic anion transporter family member 1B7 (putative),SLCO1B7,,338821,,
AC022335.1,,,,,,,True,
SLCO1B1,10599,22.93605,solute carrier organic anion transporter family member 1B1,SLCO1B1,ENSG00000134538,10599,,
SLCO1A2,6579,18.812399,solute carrier organic anion transporter family member 1A2,SLCO1A2,ENSG00000084453,6579,,
IAPP,3375,18.110899,islet amyloid polypeptide,IAPP,ENSG00000121351,3375,,
PYROXD1,79912,17.587988,pyridine nucleotide-disulphide oxidoreductase domain 1,PYROXD1,ENSG00000121350,79912,,
RECQL,5965,17.57913,RecQ like helicase,RECQL,ENSG00000004700,5965,,
GOLT1B,51026,18.110918,golgi transport 1B,GOLT1B,ENSG00000111711,51026,,
SPX,80763,17.333977,spexin hormone,SPX,ENSG00000134548,80763,,
GYS2,2998,17.615246,glycogen synthase 2,GYS2,ENSG00000111713,2998,,
LDHB,3945,18.214005,lactate dehydrogenase B,LDHB,ENSG00000111716,3945,,
AC010197.1,,,,,,,True,
AC010185.1,,,,,,,True,
KCNJ8,3764,17.655748,potassium inwardly rectifying channel subfamily J member 8,KCNJ8,ENSG00000121361,3764,,
ABCC9,10060,17.624985,ATP binding cassette subfamily C member 9,ABCC9,ENSG00000069431,10060,,
AC008250.1,,,,,,,True,
CMAS,55907,18.169659,cytidine monophosphate N-acetylneuraminic acid synthetase,CMAS,ENSG00000111726,55907,,
ST8SIA1,6489,17.599735,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",ST8SIA1,ENSG00000111728,6489,,
AC087318.1,,,,,,,True,
C2CD5,9847,17.486431,C2 calcium dependent domain containing 5,C2CD5,ENSG00000111731,9847,,
AC053513.1,,,,,,,True,
AC087241.1,,,,,,,True,
AC087241.3,,,,,,,True,
ETNK1,55500,17.605955,ethanolamine kinase 1,ETNK1,ENSG00000139163,55500,,
AC084816.1,,,,,,,True,
AC084819.1,,,,,,,True,
AC087258.1,,,,,,,True,
AC087235.1,,,,,,,True,
SOX5,6660,17.579178,SRY-box transcription factor 5,SOX5,ENSG00000134532,6660,,
AC087260.1,,,,,,,True,
SOX5-AS1,101928471,27.06384,SOX5 antisense RNA 1,SOX5-AS1,ENSG00000256120,101928471,,
LINC00477,144360,27.065735,long intergenic non-protein coding RNA 477,LINC00477,ENSG00000197503,144360,,
AC023796.1,,,,,,,True,
BCAT1,586,16.701256,branched chain amino acid transaminase 1,BCAT1,ENSG00000060982,586,,
AC023796.2,,,,,,,True,
AC026310.2,,,,,,,True,
C12orf77,196415,24.22126,long intergenic non-protein coding RNA 2909,LINC02909,ENSG00000226397,196415,,
LRMP,4033,16.897482,"inositol 1,4,5-triphosphate receptor associated 2",IRAG2,ENSG00000118308,4033,,
AC023510.1,,,,,,,True,
AC023510.2,,,,,,,True,
CASC1,55259,16.338717,dynein axonemal intermediate chain 7,DNAI7,ENSG00000118307,55259,,
ETFRF1,144363,18.196972,electron transfer flavoprotein regulatory factor 1,ETFRF1,ENSG00000205707,144363,,
KRAS,4893,21.283949,"NRAS proto-oncogene, GTPase",NRAS,ENSG00000213281,4893,,
KRAS,3845,17.632475,"KRAS proto-oncogene, GTPase",KRAS,ENSG00000133703,3845,,
AC092794.1,,,,,,,True,
AC092794.2,,,,,,,True,
AC087239.1,,,,,,,True,
LMNTD1,160492,18.596268,lamin tail domain containing 1,LMNTD1,ENSG00000152936,160492,,
AC019209.3,,,,,,,True,
AC019209.2,,,,,,,True,
AC019209.1,,,,,,,True,
RASSF8-AS1,ENSG00000246695,26.271364,RASSF8 antisense RNA 1,RASSF8-AS1,ENSG00000246695,,,
RASSF8-AS1,100506451,26.271364,RASSF8 antisense RNA 1,RASSF8-AS1,,100506451,,
RASSF8,11228,18.1531,Ras association domain family member 8,RASSF8,ENSG00000123094,11228,,
BHLHE41,79365,17.674593,basic helix-loop-helix family member e41,BHLHE41,ENSG00000123095,79365,,
SSPN,8082,17.556633,sarcospan,SSPN,ENSG00000123096,8082,,
AC022509.3,,,,,,,True,
AC022509.2,,,,,,,True,
AC022509.1,,,,,,,True,
AC022509.4,,,,,,,True,
AC055720.1,,,,,,,True,
AC024145.1,,,,,,,True,
ITPR2,3709,16.696936,"inositol 1,4,5-trisphosphate receptor type 2",ITPR2,ENSG00000123104,3709,,
AC023051.1,,,,,,,True,
INTS13,55726,17.558083,integrator complex subunit 13,INTS13,ENSG00000064102,55726,,
FGFR1OP2,26127,17.590544,FGFR1 oncogene partner 2,FGFR1OP2,ENSG00000111790,26127,,
AC024896.1,,,,,,,True,
TM7SF3,51768,17.595133,transmembrane 7 superfamily member 3,TM7SF3,ENSG00000064115,51768,,
MED21,9412,17.543583,mediator complex subunit 21,MED21,ENSG00000152944,9412,,
AC092747.4,,,,,,,True,
C12orf71,728858,23.440092,chromosome 12 open reading frame 71,C12orf71,ENSG00000214700,728858,,
AC092747.1,,,,,,,True,
STK38L,23012,17.926476,serine/threonine kinase 38 like,STK38L,ENSG00000211455,23012,,
ARNTL2,56938,15.941279,basic helix-loop-helix ARNT like 2,BMAL2,ENSG00000029153,56938,,
ARNTL2-AS1,101928646,24.2249,BMAL2 antisense RNA 1,BMAL2-AS1,ENSG00000245311,101928646,,
SMCO2,341346,19.377905,single-pass membrane protein with coiled-coil domains 2,SMCO2,ENSG00000165935,341346,,
PPFIBP1,8496,18.241259,PPFIA binding protein 1,PPFIBP1,ENSG00000110841,8496,,
AC087257.1,,,,,,,True,
AC009509.1,,,,,,,True,
REP15,387849,17.811115,RAB15 effector protein,REP15,ENSG00000174236,387849,,
AC009509.4,,,,,,,True,
AC009509.2,,,,,,,True,
MRPS35,28957,21.629347,mitochondrial ribosomal protein S28,MRPS28,ENSG00000147586,28957,,
MRPS35,60488,17.503353,mitochondrial ribosomal protein S35,MRPS35,ENSG00000061794,60488,,
MANSC4,100287284,18.04188,MANSC domain containing 4,MANSC4,ENSG00000205693,100287284,,
AC009511.2,,,,,,,True,
KLHL42,57542,17.624187,kelch like family member 42,KLHL42,ENSG00000087448,57542,,
AC009511.1,,,,,,,True,
PTHLH,5744,18.175627,parathyroid hormone like hormone,PTHLH,ENSG00000087494,5744,,
AC008011.2,,,,,,,True,
CCDC91,55297,18.291128,coiled-coil domain containing 91,CCDC91,ENSG00000123106,55297,,
AC022364.1,,,,,,,True,
AC022079.2,,,,,,,True,
AC022081.1,,,,,,,True,
AC012150.1,,,,,,,True,
FAR2,55711,18.470913,fatty acyl-CoA reductase 2,FAR2,ENSG00000064763,55711,,
AC012150.2,,,,,,,True,
AC009318.4,,,,,,,True,
AC009318.1,,,,,,,True,
AC009318.3,,,,,,,True,
AC009318.2,,,,,,,True,
ERGIC2,51290,17.791248,ERGIC and golgi 2,ERGIC2,ENSG00000087502,51290,,
OVCH1-AS1,101055625,27.06384,OVCH1 antisense RNA 1,OVCH1-AS1,ENSG00000257599,101055625,,
OVCH1,341350,18.395794,ovochymase 1,OVCH1,ENSG00000187950,341350,,
TMTC1,83857,17.61405,transmembrane O-mannosyltransferase targeting cadherins 1,TMTC1,ENSG00000133687,83857,,
AC009320.1,,,,,,,True,
AC023511.1,,,,,,,True,
LINC02386,105369717,27.065735,long intergenic non-protein coding RNA 2386,LINC02386,ENSG00000257756,105369717,,
AC078776.1,,,,,,,True,
IPO8,10526,17.604483,importin 8,IPO8,ENSG00000133704,10526,,
CAPRIN2,65981,17.646664,caprin family member 2,CAPRIN2,ENSG00000110888,65981,,
AC010198.1,,,,,,,True,
LINC00941,ENSG00000235884,25.750093,long intergenic non-protein coding RNA 941,LINC00941,ENSG00000235884,,,
LINC00941,100287314,25.750093,long intergenic non-protein coding RNA 941,LINC00941,,100287314,,
TSPAN11,441631,18.137026,tetraspanin 11,TSPAN11,ENSG00000110900,441631,,
DDX11-AS1,100506660,27.062708,DDX11 antisense RNA 1,DDX11-AS1,ENSG00000245614,100506660,,
DDX11,1663,17.601334,DEAD/H-box helicase 11,DDX11,ENSG00000013573,1663,,
SINHCAF,58516,17.716734,SIN3-HDAC complex associated factor,SINHCAF,,58516,,"[{'gene': 'ENSG00000276371'}, {'gene': 'ENSG00000139146'}]"
AC024940.1,,,,,,,True,
LINC02387,101929027,27.063105,long intergenic non-protein coding RNA 2387,LINC02387,ENSG00000256232,101929027,,
DENND5B,160518,17.805725,DENN domain containing 5B,DENND5B,ENSG00000170456,160518,,
DENND5B-AS1,100874249,27.059961,DENND5B antisense RNA 1,DENND5B-AS1,ENSG00000255867,100874249,,
ETFBKMT,254013,17.615948,electron transfer flavoprotein subunit beta lysine methyltransferase,ETFBKMT,ENSG00000139160,254013,,
AMN1,196394,17.857018,antagonist of mitotic exit network 1 homolog,AMN1,ENSG00000151743,196394,,
AC023157.3,,,,,,,True,
H3F3C,440093,21.515862,H3.5 histone,H3-5,ENSG00000188375,440093,,
LINC02422,105369723,27.063547,long intergenic non-protein coding RNA 2422,LINC02422,,105369723,,
KIAA1551,55196,17.181608,retroelement silencing factor 1,RESF1,ENSG00000174718,55196,,
AC016957.2,,,,,,,True,
AC048344.1,,,,,,,True,
BICD1,636,18.203632,BICD cargo adaptor 1,BICD1,ENSG00000151746,636,,
FGD4,121512,18.143246,"FYVE, RhoGEF and PH domain containing 4",FGD4,ENSG00000139132,121512,,
DNM1L,10059,17.509912,dynamin 1 like,DNM1L,ENSG00000087470,10059,,
AC084824.5,,,,,,,True,
YARS2,51067,17.588385,tyrosyl-tRNA synthetase 2,YARS2,ENSG00000139131,51067,,
PKP2,5318,17.631636,plakophilin 2,PKP2,ENSG00000057294,5318,,
AC087311.2,,,,,,,True,
SYT10,341359,17.648201,synaptotagmin 10,SYT10,ENSG00000110975,341359,,
ALG10,144245,18.904205,"ALG10 alpha-1,2-glucosyltransferase B",ALG10B,ENSG00000175548,144245,,
ALG10,84920,18.149954,"ALG10 alpha-1,2-glucosyltransferase",ALG10,ENSG00000139133,84920,,
AC046130.1,,,,,,,True,
AC046130.2,,,,,,,True,
AC140847.1,,,,,,,True,
AC140847.2,,,,,,,True,
ALG10B,144245,23.345932,"ALG10 alpha-1,2-glucosyltransferase B",ALG10B,ENSG00000175548,144245,,
AC087897.2,,,,,,,True,
CPNE8,144402,18.05066,copine 8,CPNE8,ENSG00000139117,144402,,
AC067735.1,,,,,,,True,
LINC02406,105369730,27.06384,long intergenic non-protein coding RNA 2406,LINC02406,ENSG00000258144,105369730,,
KIF21A,55605,17.49471,kinesin family member 21A,KIF21A,ENSG00000139116,55605,,
ABCD2,225,17.128078,ATP binding cassette subfamily D member 2,ABCD2,ENSG00000173208,225,,
C12orf40,283461,23.276196,regulator of DNA class I crossover intermediates 1,REDIC1,ENSG00000180116,283461,,
SLC2A13,114134,18.09812,solute carrier family 2 member 13,SLC2A13,ENSG00000151229,114134,,
LINC02555,ENSG00000260943,26.268175,long intergenic non-protein coding RNA 2555,LINC02555,ENSG00000260943,,,
LINC02555,101930164,26.268175,long intergenic non-protein coding RNA 2555,LINC02555,,101930164,,
LINC02471,ENSG00000223914,26.268175,long intergenic non-protein coding RNA 2471,LINC02471,ENSG00000223914,,,
LINC02471,105369734,26.268175,long intergenic non-protein coding RNA 2471,LINC02471,,105369734,,
AC079630.1,,,,,,,True,
LRRK2,120892,17.581451,leucine rich repeat kinase 2,LRRK2,ENSG00000188906,120892,,
MUC19,283463,19.664406,"mucin 19, oligomeric",MUC19,ENSG00000205592,283463,,
AC107023.1,,,,,,,True,
CNTN1,1272,18.183083,contactin 1,CNTN1,ENSG00000018236,1272,,
PDZRN4,29951,17.590544,PDZ domain containing ring finger 4,PDZRN4,ENSG00000165966,29951,,
AC090531.1,,,,,,,True,
LINC02400,101927038,27.062708,long intergenic non-protein coding RNA 2400,LINC02400,ENSG00000257784,101927038,,
AC090630.1,,,,,,,True,
GXYLT1,283464,18.133457,glucoside xylosyltransferase 1,GXYLT1,ENSG00000151233,283464,,
YAF2,10138,17.576544,YY1 associated factor 2,YAF2,ENSG00000015153,10138,,
PPHLN1,51535,17.579178,periphilin 1,PPHLN1,ENSG00000134283,51535,,
ZCRB1,85437,17.56336,zinc finger CCHC-type and RNA binding motif containing 1,ZCRB1,ENSG00000139168,85437,,
PRICKLE1,144165,18.217434,prickle planar cell polarity protein 1,PRICKLE1,ENSG00000139174,144165,,
AC079601.1,,,,,,,True,
LINC02402,101927058,27.059961,long intergenic non-protein coding RNA 2402,LINC02402,ENSG00000257510,101927058,,
LINC02451,105369738,27.063417,long intergenic non-protein coding RNA 2451,LINC02451,ENSG00000257164,105369738,,
LINC02450,105369739,27.063417,long intergenic non-protein coding RNA 2450,LINC02450,ENSG00000257114,105369739,,
AC012038.2,,,,,,,True,
AC012038.1,,,,,,,True,
LINC02461,105369740,27.06384,long intergenic non-protein coding RNA 2461,LINC02461,ENSG00000258331,105369740,,
ADAMTS20,80070,18.197264,ADAM metallopeptidase with thrombospondin type 1 motif 20,ADAMTS20,ENSG00000173157,80070,,
PUS7L,83448,17.649332,pseudouridine synthase 7 like,PUS7L,ENSG00000129317,83448,,
IRAK4,51135,17.61336,interleukin 1 receptor associated kinase 4,IRAK4,ENSG00000198001,51135,,
TWF1,5756,18.017147,twinfilin actin binding protein 1,TWF1,ENSG00000151239,5756,,
TMEM117,84216,17.603643,transmembrane protein 117,TMEM117,ENSG00000139173,84216,,
AC025030.2,,,,,,,True,
AC025253.1,,,,,,,True,
NELL2,4753,18.20717,neural EGFL like 2,NELL2,ENSG00000184613,4753,,
DBX2,440097,17.79578,developing brain homeobox 2,DBX2,ENSG00000185610,440097,,
AC008127.1,,,,,,,True,
ANO6,196527,17.674269,anoctamin 6,ANO6,ENSG00000177119,196527,,
AC079950.1,,,,,,,True,
AC008124.1,,,,,,,True,
ARID2,196528,17.576544,AT-rich interaction domain 2,ARID2,ENSG00000189079,196528,,
SCAF11,9169,17.56342,SR-related CTD associated factor 11,SCAF11,ENSG00000139218,9169,,
SLC38A1,81539,18.199524,solute carrier family 38 member 1,SLC38A1,ENSG00000111371,81539,,
SLC38A2,54407,17.660141,solute carrier family 38 member 2,SLC38A2,ENSG00000134294,54407,,
AC025031.2,,,,,,,True,
AC008014.1,,,,,,,True,
AC025031.1,,,,,,,True,
AC025031.4,,,,,,,True,
AC008035.1,,,,,,,True,
SLC38A4,55089,17.653612,solute carrier family 38 member 4,SLC38A4,ENSG00000139209,55089,,
AC079906.1,,,,,,,True,
AMIGO2,347902,18.156443,adhesion molecule with Ig like domain 2,AMIGO2,ENSG00000139211,347902,,
PCED1B,91523,19.19359,PC-esterase domain containing 1B,PCED1B,ENSG00000179715,91523,,
AC008083.1,,,,,,,True,
AC008083.2,,,,,,,True,
AC008083.3,,,,,,,True,
LINC02416,ENSG00000257924,26.268175,long intergenic non-protein coding RNA 2416,LINC02416,ENSG00000257924,,,
LINC02416,107984528,26.268175,long intergenic non-protein coding RNA 2416,LINC02416,,107984528,,
LINC02156,ENSG00000257906,26.268175,long intergenic non-protein coding RNA 2156,LINC02156,ENSG00000257906,,,
LINC02156,111082992,26.268175,long intergenic non-protein coding RNA 2156,LINC02156,,111082992,,
RPAP3,79657,17.576988,RNA polymerase II associated protein 3,RPAP3,ENSG00000005175,79657,,
AC004241.1,,,,,,,True,
ENDOU,8909,17.606665,"endonuclease, poly(U) specific",ENDOU,ENSG00000111405,8909,,
AC004241.2,,,,,,,True,
RAPGEF3,10411,17.704618,Rap guanine nucleotide exchange factor 3,RAPGEF3,ENSG00000079337,10411,,
SLC48A1,55652,18.26941,solute carrier family 48 member 1,SLC48A1,ENSG00000211584,55652,,
