query,_id,_score,name,symbol,ensembl.gene,entrezgene,notfound,ensembl
AL157888.1,None,None,None,None,None,None,True,None
TEX36-AS1,100169752,27.062708,TEX36 antisense RNA 1,TEX36-AS1,ENSG00000237675,100169752,False,None
TEX36,387718,17.686743,testis expressed 36,TEX36,ENSG00000175018,387718,False,None
AL158835.1,None,None,None,None,None,None,True,None
AL158835.4,None,None,None,None,None,None,True,None
EDRF1,26098,17.59326,erythroid differentiation regulatory factor 1,EDRF1,ENSG00000107938,26098,False,None
EDRF1-AS1,101927983,27.06384,EDRF1 antisense RNA 1,EDRF1-AS1,ENSG00000236991,101927983,False,None
MMP21,118856,18.245056,matrix metallopeptidase 21,MMP21,ENSG00000154485,118856,False,None
UROS,7390,17.658142,uroporphyrinogen III synthase,UROS,ENSG00000188690,7390,False,None
BCCIP,56647,17.759617,BRCA2 and CDKN1A interacting protein,BCCIP,ENSG00000107949,56647,False,None
DHX32,55760,18.252079,DEAH-box helicase 32 (putative),DHX32,ENSG00000089876,55760,False,None
FANK1,92565,18.331247,fibronectin type III and ankyrin repeat domains 1,FANK1,ENSG00000203780,92565,False,None
FANK1-AS1,101410540,27.063152,FANK1 antisense RNA 1,FANK1-AS1,ENSG00000233409,101410540,False,None
ADAM12,8038,18.011961,ADAM metallopeptidase domain 12,ADAM12,ENSG00000148848,8038,False,None
LINC00601,101101772,27.063417,long intergenic non-protein coding RNA 601,LINC00601,ENSG00000235180,101101772,False,None
C10orf90,118611,22.446459,chromosome 10 open reading frame 90,C10orf90,ENSG00000154493,118611,False,None
DOCK1,1793,17.585258,dedicator of cytokinesis 1,DOCK1,ENSG00000150760,1793,False,None
AL359094.1,None,None,None,None,None,None,True,None
AL359094.2,None,None,None,None,None,None,True,None
FAM196A,642938,17.001598,inhibitory synaptic factor 2A,INSYN2A,ENSG00000188916,642938,False,None
NPS,594857,18.312569,neuropeptide S,NPS,ENSG00000214285,594857,False,None
FOXI2,399823,17.841171,forkhead box I2,FOXI2,ENSG00000186766,399823,False,None
CLRN3,119467,18.035807,clarin 3,CLRN3,ENSG00000180745,119467,False,None
PTPRE,5791,18.133902,protein tyrosine phosphatase receptor type E,PTPRE,ENSG00000132334,5791,False,None
AL158166.2,None,None,None,None,None,None,True,None
MKI67,4288,17.771803,marker of proliferation Ki-67,MKI67,ENSG00000148773,4288,False,None
AL390763.2,None,None,None,None,None,None,True,None
AL390763.1,None,None,None,None,None,None,True,None
AL355537.1,None,None,None,None,None,None,True,None
AL355537.2,None,None,None,None,None,None,True,None
AL391869.1,None,None,None,None,None,None,True,None
MGMT,4255,17.60217,O-6-methylguanine-DNA methyltransferase,MGMT,ENSG00000170430,4255,False,None
AL157832.2,None,None,None,None,None,None,True,None
AL157832.1,None,None,None,None,None,None,True,None
AL157832.3,None,None,None,None,None,None,True,None
EBF3,22924,19.586964,microtubule associated protein RP/EB family member 3,MAPRE3,ENSG00000084764,22924,False,None
AL354950.2,None,None,None,None,None,None,True,None
AL354950.1,None,None,None,None,None,None,True,None
C10orf143,387723,22.49603,chromosome 10 open reading frame 143,C10orf143,ENSG00000237489,387723,False,None
GLRX3,10539,17.54984,glutaredoxin 3,GLRX3,ENSG00000108010,10539,False,None
AL355500.1,None,None,None,None,None,None,True,None
TCERG1L,256536,18.00856,transcription elongation regulator 1 like,TCERG1L,ENSG00000176769,256536,False,None
TCERG1L-AS1,101927489,27.063105,TCERG1L antisense RNA 1,TCERG1L-AS1,ENSG00000230098,101927489,False,None
LINC01164,399827,27.063105,long intergenic non-protein coding RNA 1164,LINC01164,ENSG00000189275,399827,False,None
FP565171.1,None,None,None,None,None,None,True,None
PPP2R2D,55844,17.70885,protein phosphatase 2 regulatory subunit Bdelta,PPP2R2D,ENSG00000175470,55844,False,None
BNIP3,664,17.920607,BCL2 interacting protein 3,BNIP3,ENSG00000176171,664,False,None
AL162274.2,None,None,None,None,None,None,True,None
AL162274.1,None,None,None,None,None,None,True,None
JAKMIP3,282973,17.620306,Janus kinase and microtubule interacting protein 3,JAKMIP3,ENSG00000188385,282973,False,None
AL512622.1,None,None,None,None,None,None,True,None
DPYSL4,10570,17.73172,dihydropyrimidinase like 4,DPYSL4,ENSG00000151640,10570,False,None
STK32C,282974,17.984503,serine/threonine kinase 32C,STK32C,ENSG00000165752,282974,False,None
LRRC27,80313,18.484816,leucine rich repeat containing 27,LRRC27,ENSG00000148814,80313,False,None
PWWP2B,170394,17.613625,PWWP domain containing 2B,PWWP2B,ENSG00000171813,170394,False,None
AL451069.2,None,None,None,None,None,None,True,None
AL451069.3,None,None,None,None,None,None,True,None
C10orf91,170393,25.039667,long intergenic non-protein coding RNA 2870,LINC02870,None,170393,False,None
AL451069.1,None,None,None,None,None,None,True,None
LINC01165,ENSG00000229081,26.27205,long intergenic non-protein coding RNA 1165,LINC01165,ENSG00000229081,None,False,None
INPP5A,3632,18.011383,inositol polyphosphate-5-phosphatase A,INPP5A,ENSG00000068383,3632,False,None
NKX6-2,84504,18.357637,NK6 homeobox 2,NKX6-2,ENSG00000148826,84504,False,None
CFAP46,54777,18.19,cilia and flagella associated protein 46,CFAP46,ENSG00000171811,54777,False,None
LINC01166,101927590,27.065735,long intergenic non-protein coding RNA 1166,LINC01166,ENSG00000232903,101927590,False,None
LINC01167,103695432,27.063105,long intergenic non-protein coding RNA 1167,LINC01167,ENSG00000224758,103695432,False,None
LINC01168,399829,27.063105,long intergenic non-protein coding RNA 1168,LINC01168,ENSG00000240707,399829,False,None
ADGRA1,84435,18.186443,adhesion G protein-coupled receptor A1,ADGRA1,ENSG00000197177,84435,False,None
ADGRA1-AS1,ENSG00000256925,26.271759,ADGRA1 antisense RNA 1,ADGRA1-AS1,ENSG00000256925,None,False,None
KNDC1,85442,18.153542,kinase non-catalytic C-lobe domain containing 1,KNDC1,ENSG00000171798,85442,False,None
UTF1,8433,19.467966,undifferentiated embryonic cell transcription factor 1,UTF1,ENSG00000171794,8433,False,None
VENTX,27287,19.19359,VENT homeobox,VENTX,ENSG00000151650,27287,False,None
MIR202HG,101927671,27.063417,MIR202 host gene,MIR202HG,ENSG00000166917,101927671,False,None
AL592071.1,None,None,None,None,None,None,True,None
ADAM8,101,18.42881,ADAM metallopeptidase domain 8,ADAM8,ENSG00000151651,101,False,None
TUBGCP2,10844,17.586391,tubulin gamma complex component 2,TUBGCP2,ENSG00000130640,10844,False,None
AL360181.2,None,None,None,None,None,None,True,None
ZNF511,118472,17.600159,zinc finger protein 511,ZNF511,ENSG00000198546,118472,False,None
ZNF511-PRAP1,104326056,27.06384,ZNF511-PRAP1 readthrough,ZNF511-PRAP1,ENSG00000283496,104326056,False,None
CALY,50632,18.024328,calcyon neuron specific vesicular protein,CALY,ENSG00000130643,50632,False,None
AL360181.1,None,None,None,None,None,None,True,None
PRAP1,118471,19.130178,proline rich acidic protein 1,PRAP1,ENSG00000165828,118471,False,None
FUOM,282969,18.287956,fucose mutarotase,FUOM,ENSG00000148803,282969,False,None
ECHS1,1892,17.514957,"enoyl-CoA hydratase, short chain 1",ECHS1,ENSG00000127884,1892,False,None
AL360181.4,None,None,None,None,None,None,True,None
PAOX,196743,17.917974,polyamine oxidase,PAOX,ENSG00000148832,196743,False,None
AL360181.3,None,None,None,None,None,None,True,None
MTG1,92170,17.492605,mitochondrial ribosome associated GTPase 1,MTG1,ENSG00000148824,92170,False,None
SPRN,503542,18.060389,shadow of prion protein,SPRN,ENSG00000203772,503542,False,None
SCART1,619207,20.70853,scavenger receptor family member expressed on T cells 1,SCART1,ENSG00000214279,619207,False,None
CYP2E1,1571,21.30964,cytochrome P450 family 2 subfamily E member 1,CYP2E1,ENSG00000130649,1571,False,None
AL161645.1,None,None,None,None,None,None,True,None
SYCE1,93426,19.1244,synaptonemal complex central element protein 1,SYCE1,ENSG00000171772,93426,False,None
FRG2B,441581,27.063547,FSHD region gene 2 family member B,FRG2B,ENSG00000225899,441581,False,None
FAM138D,677784,27.063547,family with sequence similarity 138 member D,FAM138D,ENSG00000249054,677784,False,"[{'gene': 'ENSG00000249054'}, {'gene': 'ENSG00000262927'}]"
IQSEC3,440073,18.203318,IQ motif and Sec7 domain ArfGEF 3,IQSEC3,ENSG00000262607,440073,False,"[{'gene': 'ENSG00000262607'}, {'gene': 'ENSG00000120645'}]"
AC026369.3,None,None,None,None,None,None,True,None
AC026369.1,None,None,None,None,None,None,True,None
AC026369.2,None,None,None,None,None,None,True,None
AC007406.3,None,None,None,None,None,None,True,None
SLC6A12,6539,18.544569,solute carrier family 6 member 12,SLC6A12,ENSG00000111181,6539,False,None
AC007406.1,None,None,None,None,None,None,True,None
AC007406.4,None,None,None,None,None,None,True,None
SLC6A13,6540,18.012255,solute carrier family 6 member 13,SLC6A13,ENSG00000010379,6540,False,None
KDM5A,5927,17.597433,lysine demethylase 5A,KDM5A,ENSG00000073614,5927,False,None
CCDC77,84318,17.574587,coiled-coil domain containing 77,CCDC77,ENSG00000120647,84318,False,None
B4GALNT3,283358,18.21699,"beta-1,4-N-acetyl-galactosaminyltransferase 3",B4GALNT3,ENSG00000139044,283358,False,None
NINJ2,4815,17.923445,ninjurin 2,NINJ2,ENSG00000171840,4815,False,None
AC006205.1,None,None,None,None,None,None,True,None
AC021054.1,None,None,None,None,None,None,True,None
LINC02455,ENSG00000256672,26.27205,long intergenic non-protein coding RNA 2455,LINC02455,ENSG00000256672,None,False,None
WNK1,65125,18.179726,WNK lysine deficient protein kinase 1,WNK1,ENSG00000060237,65125,False,None
RAD52,5893,17.48184,"RAD52 homolog, DNA repair protein",RAD52,ENSG00000002016,5893,False,None
AC004803.1,None,None,None,None,None,None,True,None
ERC1,23085,17.99938,ELKS/RAB6-interacting/CAST family member 1,ERC1,ENSG00000082805,23085,False,None
AC004672.1,None,None,None,None,None,None,True,None
LINC00942,100292680,27.06384,long intergenic non-protein coding RNA 942,LINC00942,ENSG00000249628,100292680,False,None
WNT5B,81029,17.66085,Wnt family member 5B,WNT5B,ENSG00000111186,81029,False,None
FBXL14,144699,17.967371,F-box and leucine rich repeat protein 14,FBXL14,ENSG00000171823,144699,False,None
ADIPOR2,79602,17.672619,adiponectin receptor 2,ADIPOR2,ENSG00000285070,79602,False,"[{'gene': 'ENSG00000285070'}, {'gene': 'ENSG00000006831'}]"
CACNA2D4,93589,18.09535,calcium voltage-gated channel auxiliary subunit alpha2delta 4,CACNA2D4,ENSG00000284953,93589,False,"[{'gene': 'ENSG00000284953'}, {'gene': 'ENSG00000151062'}]"
LRTM2,654429,18.110283,leucine rich repeats and transmembrane domains 2,LRTM2,ENSG00000285383,654429,False,"[{'gene': 'ENSG00000285383'}, {'gene': 'ENSG00000166159'}]"
AC005342.2,None,None,None,None,None,None,True,None
LINC00940,100271702,27.062708,long intergenic non-protein coding RNA 940,LINC00940,ENSG00000285233,100271702,False,"[{'gene': 'ENSG00000285233'}, {'gene': 'ENSG00000235049'}]"
DCP1B,196513,17.63938,decapping mRNA 1B,DCP1B,ENSG00000151065,196513,False,"[{'gene': 'ENSG00000151065'}, {'gene': 'ENSG00000284850'}]"
CACNA1C,775,17.611303,calcium voltage-gated channel subunit alpha1 C,CACNA1C,ENSG00000151067,775,False,"[{'gene': 'ENSG00000151067'}, {'gene': 'ENSG00000285479'}]"
AC005342.1,None,None,None,None,None,None,True,None
AC005344.1,None,None,None,None,None,None,True,None
CACNA1C-AS4,100874234,27.063547,CACNA1C antisense RNA 4,CACNA1C-AS4,ENSG00000285107,100874234,False,"[{'gene': 'ENSG00000285107'}, {'gene': 'ENSG00000256025'}]"
CACNA1C-AS3,ENSG00000256769,25.752413,CACNA1C antisense RNA 3,CACNA1C-AS3,ENSG00000256769,None,False,None
CACNA1C-AS2,100874235,27.062708,CACNA1C antisense RNA 2,CACNA1C-AS2,ENSG00000285101,100874235,False,"[{'gene': 'ENSG00000285101'}, {'gene': 'ENSG00000256271'}]"
CACNA1C-AS1,100652846,27.062708,CACNA1C antisense RNA 1,CACNA1C-AS1,ENSG00000285335,100652846,False,"[{'gene': 'ENSG00000285335'}, {'gene': 'ENSG00000246627'}]"
LINC02371,107984539,27.06384,long intergenic non-protein coding RNA 2371,LINC02371,None,107984539,False,None
FKBP4,2288,17.563713,FKBP prolyl isomerase 4,FKBP4,ENSG00000004478,2288,False,None
ITFG2-AS1,283440,26.27205,ITFG2 antisense RNA 1,ITFG2-AS1,ENSG00000256150,283440,False,None
AC005841.1,None,None,None,None,None,None,True,None
ITFG2,55846,17.581535,integrin alpha FG-GAP repeat containing 2,ITFG2,ENSG00000111203,55846,False,None
NRIP2,83714,17.749788,nuclear receptor interacting protein 2,NRIP2,ENSG00000053702,83714,False,None
TEX52,101929469,18.745977,testis expressed 52,TEX52,ENSG00000283297,101929469,False,None
FOXM1,2305,17.618275,forkhead box M1,FOXM1,ENSG00000111206,2305,False,None
RHNO1,83695,17.825092,RAD9-HUS1-RAD1 interacting nuclear orphan 1,RHNO1,ENSG00000171792,83695,False,None
TULP3,7289,17.757294,TUB like protein 3,TULP3,ENSG00000078246,7289,False,None
TEAD4,7004,18.165936,TEA domain transcription factor 4,TEAD4,ENSG00000197905,7004,False,None
AC125807.2,None,None,None,None,None,None,True,None
TSPAN9,10867,18.137156,tetraspanin 9,TSPAN9,ENSG00000011105,10867,False,None
AC005865.1,None,None,None,None,None,None,True,None
LINC02417,ENSG00000257048,26.271759,long intergenic non-protein coding RNA 2417,LINC02417,ENSG00000257048,None,False,None
PRMT8,56341,18.32042,protein arginine methyltransferase 8,PRMT8,ENSG00000111218,56341,False,None
AC005908.2,None,None,None,None,None,None,True,None
CRACR2A,84766,18.265862,calcium release activated channel regulator 2A,CRACR2A,ENSG00000130038,84766,False,None
AC006207.1,None,None,None,None,None,None,True,None
PARP11,57097,18.061127,poly(ADP-ribose) polymerase family member 11,PARP11,ENSG00000111224,57097,False,None
AC005842.1,None,None,None,None,None,None,True,None
AC007207.2,None,None,None,None,None,None,True,None
CCND2,894,18.280052,cyclin D2,CCND2,ENSG00000118971,894,False,None
TIGAR,57103,18.244701,TP53 induced glycolysis regulatory phosphatase,TIGAR,ENSG00000078237,57103,False,None
FGF23,8074,17.672178,fibroblast growth factor 23,FGF23,ENSG00000118972,8074,False,None
FGF6,2251,18.08227,fibroblast growth factor 6,FGF6,ENSG00000111241,2251,False,None
C12orf4,57102,22.44891,FERRY endosomal RAB5 effector complex subunit 3,FERRY3,ENSG00000047621,57102,False,None
RAD51AP1,10635,17.629282,RAD51 associated protein 1,RAD51AP1,ENSG00000111247,10635,False,None
DYRK4,8798,17.572054,dual specificity tyrosine phosphorylation regulated kinase 4,DYRK4,ENSG00000010219,8798,False,None
AC005832.4,None,None,None,None,None,None,True,None
AKAP3,10566,18.779257,A-kinase anchoring protein 3,AKAP3,ENSG00000111254,10566,False,None
NDUFA9,4704,18.176775,NADH:ubiquinone oxidoreductase subunit A9,NDUFA9,ENSG00000139180,4704,False,None
AC005833.2,None,None,None,None,None,None,True,None
AC005833.1,None,None,None,None,None,None,True,None
GALNT8,26290,18.663788,polypeptide N-acetylgalactosaminyltransferase 8,GALNT8,ENSG00000130035,26290,False,None
AC005833.3,None,None,None,None,None,None,True,None
KCNA6,3742,18.933592,potassium voltage-gated channel subfamily A member 6,KCNA6,ENSG00000151079,3742,False,None
KCNA1,3736,18.62758,potassium voltage-gated channel subfamily A member 1,KCNA1,ENSG00000111262,3736,False,None
AC006063.2,None,None,None,None,None,None,True,None
KCNA5,3741,18.557743,potassium voltage-gated channel subfamily A member 5,KCNA5,ENSG00000130037,3741,False,None
LINC02443,101929584,27.065735,long intergenic non-protein coding RNA 2443,LINC02443,ENSG00000256115,101929584,False,None
AC006206.2,None,None,None,None,None,None,True,None
AC006206.1,None,None,None,None,None,None,True,None
AC007848.2,None,None,None,None,None,None,True,None
AC007848.1,None,None,None,None,None,None,True,None
NTF3,4908,16.623886,neurotrophin 3,NTF3,ENSG00000185652,4908,False,None
ANO2,57101,18.209743,anoctamin 2,ANO2,ENSG00000047617,57101,False,None
VWF,7450,17.629282,von Willebrand factor,VWF,ENSG00000110799,7450,False,None
AC005845.1,None,None,None,None,None,None,True,None
CD9,928,18.159746,CD9 molecule,CD9,ENSG00000010278,928,False,None
PLEKHG6,55200,18.236887,pleckstrin homology and RhoGEF domain containing G6,PLEKHG6,ENSG00000008323,55200,False,None
TNFRSF1A,7132,17.830084,TNF receptor superfamily member 1A,TNFRSF1A,ENSG00000067182,7132,False,None
SCNN1A,6337,18.223871,sodium channel epithelial 1 subunit alpha,SCNN1A,ENSG00000111319,6337,False,None
LTBR,4055,19.045883,lymphotoxin beta receptor,LTBR,ENSG00000111321,4055,False,None
AC005840.2,None,None,None,None,None,None,True,None
CD27,939,18.383545,CD27 molecule,CD27,ENSG00000139193,939,False,None
TAPBPL,55080,17.917858,TAP binding protein like,TAPBPL,ENSG00000139192,55080,False,None
VAMP1,6843,18.072851,vesicle associated membrane protein 1,VAMP1,ENSG00000139190,6843,False,None
AC005840.4,None,None,None,None,None,None,True,None
MRPL51,51258,17.47656,mitochondrial ribosomal protein L51,MRPL51,ENSG00000111639,51258,False,None
NCAPD2,9918,17.632343,non-SMC condensin I complex subunit D2,NCAPD2,ENSG00000010292,9918,False,None
AC006064.3,None,None,None,None,None,None,True,None
GAPDH,2597,17.532204,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,ENSG00000111640,2597,False,None
AC006064.4,None,None,None,None,None,None,True,None
IFFO1,25900,18.200657,intermediate filament family orphan 1,IFFO1,ENSG00000010295,25900,False,None
AC006064.1,None,None,None,None,None,None,True,None
NOP2,4839,17.501925,NOP2 nucleolar protein,NOP2,ENSG00000111641,4839,False,None
AC006064.6,None,None,None,None,None,None,True,None
CHD4,1108,18.160145,chromodomain helicase DNA binding protein 4,CHD4,ENSG00000111642,1108,False,None
AC006064.2,None,None,None,None,None,None,True,None
LPAR5,57121,18.220728,lysophosphatidic acid receptor 5,LPAR5,ENSG00000184574,57121,False,None
ACRBP,84519,18.26941,acrosin binding protein,ACRBP,ENSG00000111644,84519,False,None
ING4,51147,17.632078,inhibitor of growth family member 4,ING4,ENSG00000111653,51147,False,None
ZNF384,171017,18.19,zinc finger protein 384,ZNF384,ENSG00000126746,171017,False,None
PIANP,196500,17.848959,PILR alpha associated neural protein,PIANP,ENSG00000139200,196500,False,None
AC125494.3,None,None,None,None,None,None,True,None
COPS7A,50813,17.65129,COP9 signalosome subunit 7A,COPS7A,ENSG00000111652,50813,False,None
AC125494.2,None,None,None,None,None,None,True,None
MLF2,8079,17.605526,myeloid leukemia factor 2,MLF2,ENSG00000089693,8079,False,None
PTMS,5763,18.57927,parathymosin,PTMS,ENSG00000159335,5763,False,None
LAG3,3902,18.210583,lymphocyte activating 3,LAG3,ENSG00000089692,3902,False,None
CD4,920,18.672707,CD4 molecule,CD4,ENSG00000010610,920,False,None
GPR162,27239,18.276524,G protein-coupled receptor 162,GPR162,ENSG00000250510,27239,False,None
P3H3,10536,17.620306,prolyl 3-hydroxylase 3,P3H3,ENSG00000110811,10536,False,None
GNB3,2784,18.254824,G protein subunit beta 3,GNB3,ENSG00000111664,2784,False,None
CDCA3,83461,17.69521,cell division cycle associated 3,CDCA3,ENSG00000111665,83461,False,None
USP5,8078,17.572746,ubiquitin specific peptidase 5,USP5,ENSG00000111667,8078,False,None
TPI1,7167,17.981546,triosephosphate isomerase 1,TPI1,ENSG00000111669,7167,False,None
SPSB2,84727,19.022884,splA/ryanodine receptor domain and SOCS box containing 2,SPSB2,ENSG00000111671,84727,False,None
LRRC23,10233,17.564342,leucine rich repeat containing 23,LRRC23,ENSG00000010626,10233,False,None
U47924.3,None,None,None,None,None,None,True,None
ENO2,2026,17.876272,enolase 2,ENO2,ENSG00000111674,2026,False,None
ATN1,1822,17.646267,atrophin 1,ATN1,ENSG00000111676,1822,False,None
C12orf57,113246,21.675539,chromosome 12 open reading frame 57,C12orf57,ENSG00000111678,113246,False,None
U47924.2,None,None,None,None,None,None,True,None
PTPN6,5777,17.588385,protein tyrosine phosphatase non-receptor type 6,PTPN6,ENSG00000111679,5777,False,None
MIR200CHG,105369635,27.063547,MIR200C and MIR141 host gene,MIR200CHG,ENSG00000257084,105369635,False,None
U47924.1,None,None,None,None,None,None,True,None
PHB2,11331,17.901587,prohibitin 2,PHB2,ENSG00000215021,11331,False,None
EMG1,10436,17.501236,EMG1 N1-specific pseudouridine methyltransferase,EMG1,ENSG00000126749,10436,False,None
EMG1.1,None,None,None,None,None,None,True,None
LPCAT3,10162,17.59712,lysophosphatidylcholine acyltransferase 3,LPCAT3,ENSG00000111684,10162,False,None
C1S,716,18.259058,complement C1s,C1S,ENSG00000182326,716,False,None
C1R,715,18.094372,complement C1r,C1R,ENSG00000159403,715,False,"[{'gene': 'ENSG00000159403'}, {'gene': 'ENSG00000288512'}]"
C1RL,51279,19.229294,complement C1r subcomponent like,C1RL,ENSG00000288124,51279,False,"[{'gene': 'ENSG00000288124'}, {'gene': 'ENSG00000139178'}]"
C1RL-AS1,283314,26.273949,C1RL antisense RNA 1,C1RL-AS1,ENSG00000205885,283314,False,"[{'gene': 'ENSG00000205885'}, {'gene': 'ENSG00000288352'}]"
AC233309.1,None,None,None,None,None,None,True,None
RBP5,1381,21.90728,cellular retinoic acid binding protein 1,CRABP1,ENSG00000288369,1381,False,None
AC018653.3,None,None,None,None,None,None,True,None
CLSTN3,9746,17.618416,calsyntenin 3,CLSTN3,ENSG00000139182,9746,False,"[{'gene': 'ENSG00000139182'}, {'gene': 'ENSG00000288427'}]"
AC018653.1,None,None,None,None,None,None,True,None
PEX5,5830,17.465284,peroxisomal biogenesis factor 5,PEX5,ENSG00000139197,5830,False,"[{'gene': 'ENSG00000139197'}, {'gene': 'ENSG00000288217'}]"
ACSM4,341392,20.239376,acyl-CoA synthetase medium chain family member 4,ACSM4,ENSG00000215009,341392,False,None
CD163L1,283316,21.805368,CD163 molecule like 1,CD163L1,ENSG00000177675,283316,False,None
CD163,9332,19.328165,CD163 molecule,CD163,ENSG00000177575,9332,False,None
APOBEC1,339,18.900816,apolipoprotein B mRNA editing enzyme catalytic subunit 1,APOBEC1,ENSG00000111701,339,False,None
GDF3,9573,18.157133,growth differentiation factor 3,GDF3,ENSG00000184344,9573,False,None
DPPA3,359787,20.004128,developmental pluripotency associated 3,DPPA3,ENSG00000187569,359787,False,None
CLEC4C,170482,22.343649,C-type lectin domain family 4 member C,CLEC4C,ENSG00000198178,170482,False,None
NANOGNB,360030,20.763105,NANOG neighbor homeobox,NANOGNB,ENSG00000205857,360030,False,None
NANOG,79923,18.34842,Nanog homeobox,NANOG,ENSG00000111704,79923,False,None
SLC2A14,144195,24.04377,solute carrier family 2 member 14,SLC2A14,ENSG00000173262,144195,False,None
SLC2A3,6515,19.49082,solute carrier family 2 member 3,SLC2A3,ENSG00000059804,6515,False,None
AC006511.4,None,None,None,None,None,None,True,None
FOXJ2,55810,17.635965,forkhead box J2,FOXJ2,ENSG00000065970,55810,False,None
C3AR1,719,18.383152,complement C3a receptor 1,C3AR1,ENSG00000171860,719,False,None
NECAP1,25977,17.668486,NECAP endocytosis associated 1,NECAP1,ENSG00000089818,25977,False,None
CLEC4A,50856,20.370975,C-type lectin domain family 4 member A,CLEC4A,ENSG00000111729,50856,False,None
AC092111.3,None,None,None,None,None,None,True,None
ZNF705A,440077,24.790306,zinc finger protein 705A,ZNF705A,ENSG00000196946,440077,False,None
FAM66C,440078,27.062708,family with sequence similarity 66 member C,FAM66C,ENSG00000226711,440078,False,None
AC092111.2,None,None,None,None,None,None,True,None
AC092111.1,None,None,None,None,None,None,True,None
FAM90A1,55138,23.25776,family with sequence similarity 90 member A1,FAM90A1,ENSG00000171847,55138,False,None
LINC02449,101927905,27.063417,long intergenic non-protein coding RNA 2449,LINC02449,ENSG00000215241,101927905,False,None
LINC00937,389634,27.059961,long intergenic non-protein coding RNA 937,LINC00937,ENSG00000226091,389634,False,None
AC092745.1,None,None,None,None,None,None,True,None
CLEC6A,93978,20.851671,C-type lectin domain containing 6A,CLEC6A,ENSG00000205846,93978,False,None
CLEC4D,338339,19.69942,C-type lectin domain family 4 member D,CLEC4D,ENSG00000166527,338339,False,None
CLEC4E,26253,19.546864,C-type lectin domain family 4 member E,CLEC4E,ENSG00000166523,26253,False,None
AC092746.1,None,None,None,None,None,None,True,None
AICDA,57379,17.641918,activation induced cytidine deaminase,AICDA,ENSG00000111732,57379,False,None
MFAP5,8076,17.600159,microfibril associated protein 5,MFAP5,ENSG00000197614,8076,False,None
AC092490.2,None,None,None,None,None,None,True,None
RIMKLB,57494,18.183254,ribosomal modification protein rimK like family member B,RIMKLB,ENSG00000166532,57494,False,None
A2ML1-AS1,ENSG00000256661,26.27205,A2ML1 antisense RNA 1,A2ML1-AS1,ENSG00000256661,None,False,None
AC092490.1,None,None,None,None,None,None,True,None
A2ML1-AS2,ENSG00000256904,26.271631,A2ML1 antisense RNA 2,A2ML1-AS2,ENSG00000256904,None,False,None
A2ML1,144568,19.07209,alpha-2-macroglobulin like 1,A2ML1,ENSG00000166535,144568,False,None
AC006581.2,None,None,None,None,None,None,True,None
PHC1,1911,17.646267,polyhomeotic homolog 1,PHC1,ENSG00000111752,1911,False,None
M6PR,4074,17.611433,"mannose-6-phosphate receptor, cation dependent",M6PR,ENSG00000003056,4074,False,None
KLRG1,10219,18.949284,killer cell lectin like receptor G1,KLRG1,ENSG00000139187,10219,False,None
AC006581.1,None,None,None,None,None,None,True,None
A2M-AS1,144571,27.062708,A2M antisense RNA 1,A2M-AS1,ENSG00000245105,144571,False,None
A2M,2,19.39205,alpha-2-macroglobulin,A2M,ENSG00000175899,2,False,None
PZP,5858,21.35511,PZP alpha-2-macroglobulin like,PZP,ENSG00000126838,5858,False,None
LINC00987,100499405,27.063105,long intergenic non-protein coding RNA 987,LINC00987,ENSG00000237248,100499405,False,None
AC010175.1,None,None,None,None,None,None,True,None
LINC02367,101930452,27.063152,long intergenic non-protein coding RNA 2367,LINC02367,ENSG00000260423,101930452,False,None
KLRB1,3820,19.711018,killer cell lectin like receptor B1,KLRB1,ENSG00000111796,3820,False,None
AC010186.1,None,None,None,None,None,None,True,None
CLEC2D,29121,20.32699,C-type lectin domain family 2 member D,CLEC2D,ENSG00000069493,29121,False,None
LINC02390,ENSG00000256582,26.271631,long intergenic non-protein coding RNA 2390,LINC02390,ENSG00000256582,None,False,None
CLECL1,160365,6.834377,"C-type lectin like 1, pseudogene",CLECL1P,ENSG00000293488,160365,False,None
CD69,969,19.592617,CD69 molecule,CD69,ENSG00000110848,969,False,None
KLRF1,51348,20.048256,killer cell lectin like receptor F1,KLRF1,ENSG00000150045,51348,False,None
CLEC2B,51266,21.392351,C-type lectin domain family 1 member B,CLEC1B,ENSG00000165682,51266,False,None
AC091814.1,None,None,None,None,None,None,True,None
KLRF2,100431172,20.303526,killer cell lectin like receptor F2,KLRF2,ENSG00000256797,100431172,False,None
CLEC2A,387836,20.546206,C-type lectin domain family 2 member A,CLEC2A,ENSG00000188393,387836,False,None
LINC02470,100506159,27.063547,long intergenic non-protein coding RNA 2470,LINC02470,ENSG00000225231,100506159,False,None
CLEC12A-AS1,400002,27.063152,CLEC12A antisense RNA 1,CLEC12A-AS1,ENSG00000231560,400002,False,None
CLEC12A,160364,19.498648,C-type lectin domain family 12 member A,CLEC12A,ENSG00000172322,160364,False,None
CLEC1B,51266,19.300034,C-type lectin domain family 1 member B,CLEC1B,ENSG00000165682,51266,False,None
CLEC12B,387837,19.39205,C-type lectin domain family 12 member B,CLEC12B,ENSG00000256660,387837,False,None
AC024224.2,None,None,None,None,None,None,True,None
CLEC9A,283420,19.400105,C-type lectin domain containing 9A,CLEC9A,ENSG00000197992,283420,False,None
